"Data Source","World Development Indicators",

"Last Updated Date","2019-04-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"France","FRA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Faroe Islands","FRO","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.2336730957031","","","","","","","","","","","","","","","","","","","82.2837982177734","","","","","","",
"United Kingdom","GBR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6523513793945","","","","","","","","","","","","99.5861892700195","","","","",
"Ghana","GHA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.8974685668945","","","","","","","","","","71.4970703125","","","","","","","","",
"Gibraltar","GIB","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.5537490844727","","","","","","","29.7040195465088","","","","","","","25.3077392578125","","","","32.0038604736328","","","","",
"Gambia, The","GMB","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.8177299499512","","","","","","","","","","","","","41.9500503540039","","","","","",
"Guinea-Bissau","GNB","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","19.9582500457764","","","","","","","","","","","","","","","","","","","","","41.3577690124512","","","","","","","","","","","","","","45.5811614990234","","","","",
"Equatorial Guinea","GNQ","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.3082962036133","","","","","","","","","","","","","","95","","","","",
"Greece","GRC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","90.512321472168","","","","","","","","","","92.6104507446289","","","","","","","","","","95.9943618774414","","","","93.0443115234375","","93.9315490722656","","93.9051132202148","","97.3687362670898","","","","","","","",
"Grenada","GRD","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","97.7944717407227","","","","","","","","","","","","","","98.5999984741211","","","","","","","","","","98.5999984741211","","","","","","","","","","98.5999984741211","","","","","","","","","","98.5999984741211","","","","",
"Greenland","GRL","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.2116394042969","","","","","","","","69.1017303466797","","","","","","","","","","78.2648620605469","77.0386734008789","81.2858963012695","","","","",
"Guam","GUM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","96.4206466674805","","","","","","","","","","99.3691482543945","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.994010925293","","","","","85.6397323608398","","","","",
"High income","HIC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Honduras","HND","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.0110321044922","","","","","","83.5889892578125","","","84.7553634643555","85.1232986450195","85.3555526733398","85.4644165039063","87.1975326538086","87.9068298339844","88.9874801635742","","",
"Heavily indebted poor countries (HIPC)","HPC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","43.4529113769531","44.0693817138672","44.4654502868652","45.0752105712891","45.6615180969238","45.8888092041016","46.1442794799805","46.525089263916","47.1216697692871","47.0961990356445","47.5833206176758","48.4216003417969","49.1009216308594","49.9218101501465","50.6565895080566","51.5108489990234","51.993480682373","52.7980117797852","54.6296310424805","53.8491287231445","52.7390594482422","54.0922317504883","53.5545501708984","54.3098297119141","54.8255882263184","56.8992309570313","58.0054397583008","58.5027389526367","59.4166793823242","59.9045600891113","60.7707290649414","","",
"Croatia","HRV","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.7015533447266","","","","","","","","","","98.1466827392578","","","","","","","","","","99.125358581543","","","","","","","",
"Haiti","HTI","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","34.734691619873","","","","","","","","","","","","","","","","","","","","","58.7439002990723","","","48.6850204467773","","","","","","","","","","","","",
"Hungary","HUN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","98.8582916259766","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.0999984741211","","","","",
"IBRD only","IBD","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","62.587589263916","62.6718406677246","62.9323616027832","63.6488914489746","64.3435516357422","64.7649230957031","65.5895690917969","66.2471618652344","67.1473007202148","67.9335403442383","68.6375274658203","69.331672668457","70.1368179321289","72.4458465576172","73.0290832519531","73.2966537475586","74.1620330810547","74.7526092529297","75.2453002929688","75.733757019043","76.2494277954102","76.7727890014648","79.7283325195313","81.3296966552734","81.7054595947266","82.1662673950195","82.4765090942383","82.9026565551758","83.5673522949219","84.046028137207","84.1421279907227","84.1284332275391","85.1903762817383","85.565071105957","85.9625396728516","86.5842132568359","86.9578170776367","87.2824478149414","87.4916229248047","87.8801422119141","88.1951293945313","88.4757614135742","","",
"IDA & IBRD total","IBT","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","59.7518501281738","59.851879119873","60.1244316101074","60.7652893066406","61.3983497619629","61.7862014770508","62.5198097229004","63.1220703125","63.9181900024414","64.6247177124023","65.263557434082","65.8736114501953","66.6138687133789","68.6210098266602","69.177360534668","69.4865112304688","70.2315979003906","70.828987121582","71.3410110473633","71.8447113037109","72.3267822265625","72.8423385620117","75.3228912353516","76.8231506347656","77.2300720214844","77.4623718261719","77.8080215454102","78.2408599853516","78.8758316040039","79.4770812988281","79.4650726318359","79.4822387695313","80.1372680664063","80.5512008666992","80.9607925415039","81.4866561889648","81.5087585449219","82.459831237793","82.6278381347656","83.0359268188477","83.3071823120117","83.6038970947266","","",
"IDA total","IDA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","48.2111892700195","48.4728088378906","48.7918510437012","49.1567611694336","49.5111083984375","49.893970489502","50.2839698791504","50.5647315979004","51.0751914978027","51.8305892944336","52.3702392578125","52.9268608093262","53.2950897216797","54.0700912475586","54.8190002441406","55.5525894165039","56.0714416503906","56.6739883422852","57.3652496337891","58.6346817016602","59.3386611938477","58.8206100463867","59.4525413513184","60.0478897094727","60.6996002197266","61.9118118286133","61.6365013122559","61.9236793518066","61.2148208618164","61.9603004455566","62.6134300231934","63.0050086975098","61.9899482727051","65.4116668701172","65.6730422973633","66.3885726928711","66.7475891113281","67.3294525146484","","",
"IDA blend","IDB","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","55.6683883666992","56.0706100463867","56.4298210144043","56.9245109558105","57.0683288574219","57.2752494812012","57.6942710876465","57.9999504089355","58.3053703308105","58.6173286437988","58.7470703125","59.3378982543945","59.913158416748","60.4572601318359","61.0153388977051","61.7085609436035","63.030460357666","64.3489074707031","64.9914169311523","65.6314315795898","66.3528213500977","66.9647216796875","67.8955612182617","68.3951416015625","66.0085296630859","66.4875793457031","67.0111999511719","67.4354019165039","68.3931732177734","68.7701110839844","70.3290100097656","69.1434097290039","69.009521484375","69.7810134887695","70.084716796875","70.0935134887695","71.0204696655273","70.8738021850586","71.574462890625","71.6079864501953","72.1003875732422","","",
"Indonesia","IDN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","67.3126678466797","","","","","","","","","","81.5198516845703","","","","","","","","","","","","","","90.3847885131836","","91.9822692871094","","92.1922988891602","92.5817031860352","","92.8119125366211","","","95.1162185668945","95.2179336547852","95.3769683837891","","",
"IDA only","IDX","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","43.5716400146484","43.9495811462402","44.3780212402344","44.8161087036133","45.1931610107422","45.6516914367676","46.5298500061035","47.0755195617676","47.6229400634766","47.800178527832","48.2451286315918","48.6545104980469","49.4769897460938","49.9462203979492","50.4899215698242","51.2471694946289","52.7460708618164","53.5936088562012","54.2724800109863","55.0099983215332","55.661750793457","56.4683113098145","57.8512382507324","57.1791915893555","56.6851615905762","56.2874717712402","57.5935516357422","58.1898002624512","58.6543312072754","57.040470123291","62.007209777832","62.536678314209","63.2825393676758","63.857250213623","64.5130233764648","","",
"Isle of Man","IMN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","40.7635917663574","","","","","","","","","","48.2220687866211","","","","","","","","","","61.0145606994629","","","","","62.7544708251953","","","","","69.3025588989258","","","","","","","",
"Not classified","INX","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Iran, Islamic Rep.","IRN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","36.5183982849121","","","","","","","","","","52.3197593688965","","","","","65.5314025878906","","","","","73.0602493286133","","","","","","77","","","82.4412002563477","82.3313217163086","","82.9623031616211","","","","83.6259918212891","84.6268005371094","84.7052383422852","","85.5442504882813","","",
"Iraq","IRQ","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.0522003173828","","","","","","","","","","","","","43.6832809448242","","","","","",
"Iceland","ISL","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","91.7514114379883","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Italy","ITA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","96.4605407714844","","","","","","","","","","","","","","","","","","","","98.416618347168","","","","","","","","","","98.8482818603516","","","","","","","",
"Jamaica","JAM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.9201202392578","","","","","","","","","","","","","","","88.0999984741211","","","","",
"Jordan","JOR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","66.7968063354492","","","","","","","","","","","","","","","","","","","","","","","","89.8923187255859","","91.1307525634766","","92.199577331543","","","92.5510406494141","95.9044494628906","97.8903198242188","","","","","","",
"Japan","JPN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazakhstan","KAZ","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.5293807983398","","","","","","","","","","99.5126571655273","","","","","","","","","","99.7324066162109","99.7816314697266","","","","","","","","",
"Kenya","KEN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.2290802001953","","","","","","","72.1570281982422","","","","","","","78.733039855957","","","","",
"Kyrgyz Republic","KGZ","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.7016067504883","","","","","","","","","","99.2434310913086","","","","","","","","","",
"Cambodia","KHM","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.3350296020508","","","","","","73.6099472045898","","","","77.586540222168","73.900032043457","","","","","78.0550918579102","80.5264892578125","","","",
"Kiribati","KIR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kuwait","KWT","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","59.5643882751465","","","","","67.5176620483398","","","","","74.4908676147461","","","","","","","","","","78.3955001831055","","","","","","","","","","93.2744598388672","93.2821197509766","93.664192199707","93.8983001708984","","94.4690093994141","","95.5131683349609","95.585823059082","","95.6854476928711","","96.0359497070313","96.0564727783203",
"Latin America & Caribbean (excluding high income)","LAC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","78.1091613769531","78.1085815429688","78.4561614990234","78.8866882324219","79.3266525268555","79.7227020263672","80.0571594238281","80.4698867797852","80.8527297973633","81.2522430419922","81.6325073242188","82.0031967163086","82.3708267211914","82.6675796508789","83.1815567016602","83.6106719970703","83.9697418212891","84.6083068847656","85.2530975341797","85.9120407104492","86.5337829589844","87.166862487793","87.4877395629883","87.7990875244141","88.28173828125","88.5891418457031","88.7415084838867","88.9282608032227","89.0061111450195","89.849250793457","89.7165832519531","90.2429275512695","90.1238021850586","90.5370635986328","90.9038009643555","91.1119689941406","91.3344573974609","91.9442672729492","92.1971969604492","92.2649917602539","92.7033767700195","93.0671920776367","93.3724899291992","","",
"Lao PDR","LAO","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.2513313293457","","","","","69.583122253418","68.7343902587891","","","","72.702262878418","","","","","","58.2879409790039","","","","84.6610412597656","","","",
"Lebanon","LBN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.6124420166016","","91.1841888427734","","","","","","","","","",
"Liberia","LBR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","32.1067695617676","","","","","","","","","","","","","","","","","","","","","","","42.9410781860352","","","","","","","","","","","",
"Libya","LBY","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","60.1643905639648","","","","","","","","","","76.5","","","","","","","","","","86.0999984741211","","","","","","","","","","","","","","",
"St. Lucia","LCA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & Caribbean","LCN","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","78.8594131469727","78.8538665771484","79.1791763305664","79.5825576782227","80.0065612792969","80.3888702392578","80.7091522216797","81.1107330322266","81.4825134277344","81.8623275756836","82.2287979125977","82.5858001708984","82.939582824707","83.2289733886719","83.7190780639648","84.1625900268555","84.5124893188477","85.1195373535156","85.7341079711914","86.3611526489258","86.9540405273438","87.5579299926758","87.8661422729492","88.1656265258789","88.6274032592773","88.9174499511719","89.0663223266602","89.2480392456055","89.3266677856445","90.12548828125","90.0045166015625","90.5096893310547","90.4076232910156","90.8718719482422","91.2270126342773","91.4232406616211","91.6036224365234","92.1599273681641","92.4093017578125","92.4533233642578","92.8799285888672","93.2308120727539","93.5250625610352","","",
"Least developed countries: UN classification","LDC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","40.5446281433105","40.8810195922852","41.2874488830566","41.731258392334","42.1813507080078","42.558349609375","43.0245780944824","43.9304695129395","44.5277900695801","45.0910491943359","45.2610206604004","45.7309188842773","46.1623916625977","47.0548286437988","47.7750396728516","48.303581237793","49.0691299438477","50.6368789672852","51.5411186218262","51.9946899414063","52.6764602661133","53.3305892944336","54.1640205383301","55.6509208679199","55.4189796447754","54.8026809692383","54.2167892456055","55.5119209289551","56.466869354248","56.8265991210938","54.9661483764648","60.3688011169434","60.9074401855469","61.6853790283203","62.256649017334","62.9458084106445","","",
"Low income","LIC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","43.4103584289551","43.8818283081055","44.521411895752","45.2048988342285","45.7897491455078","46.3688507080078","46.6282501220703","46.962158203125","47.2505187988281","47.8449287414551","48.1338691711426","48.5064811706543","49.2554588317871","49.7952690124512","50.3450202941895","50.6708793640137","51.3611602783203","51.6463317871094","52.2902984619141","54.1116981506348","53.2630310058594","53.0842094421387","54.2325782775879","53.4046096801758","54.6643981933594","54.7582893371582","56.8175201416016","57.9546813964844","58.3858489990234","59.2793006896973","59.7523918151855","60.5816116333008","","",
"Liechtenstein","LIE","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","86.7779235839844","","","","","","","","","","","","","","","","","","","","90.682746887207","","","","","90.8088302612305","","90.5579528808594","","91.1813583374023","","","","","","92.3869018554688","91.895751953125","",
"Lower middle income","LMC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","49.8532981872559","50.0065498352051","50.517448425293","51.041618347168","51.5858612060547","51.4858512878418","52.2220687866211","53.0517807006836","53.5015487670898","54.017749786377","54.53955078125","55.0552711486816","55.917049407959","56.5196418762207","57.1615180969238","57.8008308410645","58.3053016662598","59.2215003967285","59.9540786743164","60.6586799621582","61.3343505859375","62.0762405395508","62.712100982666","65.8439865112305","66.487922668457","66.6757507324219","67.1848602294922","68.0193710327148","68.8445205688477","69.5552291870117","69.4059677124023","69.4122161865234","69.8373794555664","70.7936019897461","71.4339828491211","72.7143478393555","72.2466430664063","74.2101898193359","74.6599426269531","75.3697509765625","75.8382568359375","76.3502807617188","","",
"Low & middle income","LMY","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","59.3381614685059","59.4477615356445","59.7322196960449","60.3884887695313","61.0369186401367","61.4378890991211","62.1899490356445","62.8077812194824","63.6212615966797","64.3437423706055","64.9980926513672","65.6214294433594","66.3765869140625","68.4080810546875","68.9724197387695","69.2826690673828","70.0374526977539","70.6422424316406","71.1605377197266","71.6699905395508","72.1575698852539","72.6788864135742","75.1775283813477","76.6894989013672","77.1009902954102","77.3361434936523","77.6852493286133","78.1230316162109","78.7640075683594","79.370002746582","79.3594131469727","79.3772888183594","80.0306701660156","80.4471130371094","80.8617630004883","81.3955001831055","81.4225921630859","82.3800582885742","82.5527420043945","82.9636306762695","83.2375793457031","83.5369567871094","","",
"Lesotho","LSO","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.2544326782227","","","","","","","","","75.8002014160156","","","","","76.6352005004883","","","","",
"Late-demographic dividend","LTE","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","70.7366104125977","70.7438507080078","71.5315322875977","72.3399429321289","73.1003875732422","73.8710632324219","74.2814178466797","75.3908615112305","76.1386108398438","76.871223449707","77.5582275390625","78.2497711181641","81.7975616455078","82.3338470458984","82.1153335571289","83.317253112793","83.7512664794922","84.1745834350586","84.5762100219727","84.9926910400391","85.426139831543","90.2543411254883","90.5960464477539","90.8977508544922","91.2316131591797","91.4924926757813","91.801139831543","92.189567565918","92.5989227294922","92.9266891479492","93.1428833007813","94.1361923217773","94.3574371337891","94.6393966674805","94.6449890136719","95.1674728393555","95.3367233276367","95.3980331420898","95.5523910522461","95.7370529174805","95.8905868530273","","",
"Lithuania","LTU","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.4412689208984","","","","","","","","","","","","99.645751953125","","","","","","","","","","99.8155975341797","","","","","","","",
"Luxembourg","LUX","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latvia","LVA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.4523010253906","","","","","","","","","","","99.7465667724609","","","","","","","","","","","99.8958969116211","","","","","","","",
"Macao SAR, China","MAC","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","90.3781814575195","","","","","","","","","","","","","","","","","","","","91.2953720092773","","","","","93.4997482299805","","","","","95.6400375366211","","","","","96.5384902954102","","",
"St. Martin (French part)","MAF","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","30.2577991485596","","","","","","","","","","","","41.594108581543","","","","","","","","","","52.3062591552734","","","","55.1479187011719","56.0836715698242","","67.0841598510742","69.4253921508789","","","","","","",
"Monaco","MCO","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.3775482177734","","","","","","","","","","","96.6538009643555","","","","","","","","","","","","99.138313293457","","","","","","",
"Madagascar","MDG","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.6861724853516","","","","","","","","","64.4809112548828","","","71.5726165771484","","","","","","",
"Maldives","MDV","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","82.2999572753906","","","","","","","","92.2300491333008","","","","","96.0182571411133","","","","","96.3264999389648","","","","","","","","","","","98.3979034423828","","","","","","","","98.6101226806641","","","","",
"Middle East & North Africa","MEA","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","42.8221588134766","43.3197593688965","43.850040435791","44.4168510437012","44.9823417663574","45.6675491333008","46.3786582946777","47.1433715820313","47.8935585021973","48.6910400390625","49.4248809814453","50.3886985778809","51.3699188232422","52.5194282531738","53.2198181152344","54.3407287597656","55.3938789367676","57.8376693725586","59.0749397277832","60.0486183166504","60.9097785949707","61.8666915893555","63.3388786315918","64.7711181640625","65.6278533935547","66.8430786132813","67.9167709350586","68.9108734130859","70.0526733398438","70.4997482299805","73.7577819824219","74.6831817626953","75.1386566162109","74.4216766357422","74.997932434082","75.5998611450195","75.5478134155273","76.3971786499023","77.1300811767578","77.6480178833008","78.0198287963867","78.4858322143555","79.2497711181641","79.6468887329102","","",
"Mexico","MEX","Literacy rate, adult total (% of people ages 15 and above)","SE.ADT.LITR.ZS","","","","","","","","","","","","","","","","","","","","","82.9892425537109","","","","","","","","","","87.55615234375","","","","","","","","","","90.5356216430664","","90.2746505737305","","90.953742980957","91.6302719116211","91.7345199584961","92.7951736450195","92.9255981445313","93.4418792724609","93.0689392089844","93.5199813842773","94.228401184082","93.9628524780273","94.5558776855469","94.472282409668","94.859619140625","","",
